[16:15:35:913]	[OPER] Start> Initialize
[18:22:19:368]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 11
[18:22:19:376]	[SEND] PICK 11 SLOT 12 ARM A
[18:22:19:444]	[RECV] _ACK
[18:22:26:331]	[RECV] _RDY
[18:22:26:333]	[OPER] End > Pick, Result : Completed
[18:22:26:457]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[18:22:26:459]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[18:22:26:538]	[RECV] _ACK
[18:22:29:439]	[RECV] _RDY
[18:22:29:439]	[OPER] End > ApproachForPlace, Result : Completed
[18:22:29:555]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 11
[18:22:29:559]	[SEND] PLACE 14 SLOT 1 ARM A
[18:22:29:628]	[RECV] _ACK
[18:22:34:145]	[RECV] _RDY
[18:22:34:145]	[OPER] End > Place, Result : Completed
[18:22:34:282]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:22:34:284]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[18:22:34:363]	[RECV] _ACK
[18:22:37:472]	[RECV] _RDY
[18:22:37:472]	[OPER] End > ApproachForPick, Result : Completed
[18:22:37:593]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:22:37:601]	[SEND] PICK 16 SLOT 1 ARM B
[18:22:37:668]	[RECV] _ACK
[18:22:40:787]	[RECV] _RDY
[18:22:40:787]	[OPER] End > Pick, Result : Completed
[18:22:40:919]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 3
[18:22:40:923]	[SEND] PLACE 9 SLOT 4 ARM B
[18:22:40:991]	[RECV] _ACK
[18:22:48:912]	[RECV] _RDY
[18:22:48:913]	[OPER] End > Place, Result : Completed
[18:22:48:929]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 10
[18:22:48:938]	[SEND] PICK 4 SLOT 11 ARM A
[18:22:49:005]	[RECV] _ACK
[18:22:56:500]	[RECV] _RDY
[18:22:56:500]	[OPER] End > Pick, Result : Completed
[18:22:56:628]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[18:22:56:630]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[18:22:56:709]	[RECV] _ACK
[18:22:59:611]	[RECV] _RDY
[18:22:59:612]	[OPER] End > ApproachForPlace, Result : Completed
[18:22:59:734]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 10
[18:22:59:738]	[SEND] PLACE 13 SLOT 1 ARM A
[18:22:59:806]	[RECV] _ACK
[18:23:04:329]	[RECV] _RDY
[18:23:04:331]	[OPER] End > Place, Result : Completed
[18:23:04:461]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:23:04:463]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[18:23:04:540]	[RECV] _ACK
[18:23:07:651]	[RECV] _RDY
[18:23:07:652]	[OPER] End > ApproachForPick, Result : Completed
[18:23:07:767]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:23:07:776]	[SEND] PICK 15 SLOT 1 ARM B
[18:23:07:842]	[RECV] _ACK
[18:23:10:966]	[RECV] _RDY
[18:23:10:967]	[OPER] End > Pick, Result : Completed
[18:23:11:091]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 9
[18:23:11:095]	[SEND] PLACE 11 SLOT 10 ARM B
[18:23:11:165]	[RECV] _ACK
[18:23:19:076]	[RECV] _RDY
[18:23:19:077]	[OPER] End > Place, Result : Completed
[18:23:19:092]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 12
[18:23:19:100]	[SEND] PICK 11 SLOT 13 ARM A
[18:23:19:170]	[RECV] _ACK
[18:23:26:087]	[RECV] _RDY
[18:23:26:088]	[OPER] End > Pick, Result : Completed
[18:23:26:214]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[18:23:26:216]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[18:23:26:295]	[RECV] _ACK
[18:23:29:197]	[RECV] _RDY
[18:23:29:198]	[OPER] End > ApproachForPlace, Result : Completed
[18:23:29:310]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 12
[18:23:29:314]	[SEND] PLACE 14 SLOT 1 ARM A
[18:23:29:383]	[RECV] _ACK
[18:23:33:898]	[RECV] _RDY
[18:23:33:899]	[OPER] End > Place, Result : Completed
[18:23:34:037]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:23:34:039]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[18:23:34:118]	[RECV] _ACK
[18:23:37:227]	[RECV] _RDY
[18:23:37:229]	[OPER] End > ApproachForPick, Result : Completed
[18:23:37:343]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:23:37:352]	[SEND] PICK 16 SLOT 1 ARM B
[18:23:37:418]	[RECV] _ACK
[18:23:40:524]	[RECV] _RDY
[18:23:40:525]	[OPER] End > Pick, Result : Completed
[18:23:40:658]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 4
[18:23:40:662]	[SEND] PLACE 9 SLOT 5 ARM B
[18:23:40:730]	[RECV] _ACK
[18:23:48:637]	[RECV] _RDY
[18:23:48:637]	[OPER] End > Place, Result : Completed
[18:23:48:653]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 11
[18:23:48:661]	[SEND] PICK 4 SLOT 12 ARM A
[18:23:48:728]	[RECV] _ACK
[18:23:56:228]	[RECV] _RDY
[18:23:56:230]	[OPER] End > Pick, Result : Completed
[18:23:56:359]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[18:23:56:361]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[18:23:56:440]	[RECV] _ACK
[18:23:59:342]	[RECV] _RDY
[18:23:59:343]	[OPER] End > ApproachForPlace, Result : Completed
[18:23:59:467]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 11
[18:23:59:470]	[SEND] PLACE 13 SLOT 1 ARM A
[18:23:59:539]	[RECV] _ACK
[18:24:04:056]	[RECV] _RDY
[18:24:04:057]	[OPER] End > Place, Result : Completed
[18:24:04:188]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:24:04:190]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[18:24:04:268]	[RECV] _ACK
[18:24:07:379]	[RECV] _RDY
[18:24:07:379]	[OPER] End > ApproachForPick, Result : Completed
[18:24:07:500]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:24:07:508]	[SEND] PICK 15 SLOT 1 ARM B
[18:24:07:576]	[RECV] _ACK
[18:24:10:693]	[RECV] _RDY
[18:24:10:694]	[OPER] End > Pick, Result : Completed
[18:24:10:821]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 10
[18:24:10:825]	[SEND] PLACE 11 SLOT 11 ARM B
[18:24:10:896]	[RECV] _ACK
[18:24:18:808]	[RECV] _RDY
[18:24:18:808]	[OPER] End > Place, Result : Completed
[18:24:18:936]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:24:18:940]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[18:24:19:019]	[RECV] _ACK
[18:24:22:230]	[RECV] _RDY
[18:24:22:230]	[OPER] End > ApproachForPick, Result : Completed
[18:24:22:345]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:24:22:354]	[SEND] PICK 16 SLOT 1 ARM B
[18:24:22:421]	[RECV] _ACK
[18:24:25:574]	[RECV] _RDY
[18:24:25:574]	[OPER] End > Pick, Result : Completed
[18:24:25:706]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 5
[18:24:25:711]	[SEND] PLACE 9 SLOT 6 ARM B
[18:24:25:777]	[RECV] _ACK
[18:24:33:693]	[RECV] _RDY
[18:24:33:694]	[OPER] End > Place, Result : Completed
[18:24:33:710]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 12
[18:24:33:718]	[SEND] PICK 4 SLOT 13 ARM A
[18:24:33:785]	[RECV] _ACK
[18:24:41:289]	[RECV] _RDY
[18:24:41:289]	[OPER] End > Pick, Result : Completed
[18:24:41:419]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[18:24:41:421]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[18:24:41:499]	[RECV] _ACK
[18:24:44:401]	[RECV] _RDY
[18:24:44:402]	[OPER] End > ApproachForPlace, Result : Completed
[18:24:44:524]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 12
[18:24:44:528]	[SEND] PLACE 13 SLOT 1 ARM A
[18:24:44:596]	[RECV] _ACK
[18:24:49:128]	[RECV] _RDY
[18:24:49:129]	[OPER] End > Place, Result : Completed
[18:24:49:262]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:24:49:265]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[18:24:49:344]	[RECV] _ACK
[18:24:52:456]	[RECV] _RDY
[18:24:52:457]	[OPER] End > ApproachForPick, Result : Completed
[18:24:52:580]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:24:52:588]	[SEND] PICK 15 SLOT 1 ARM B
[18:24:52:655]	[RECV] _ACK
[18:24:55:775]	[RECV] _RDY
[18:24:55:776]	[OPER] End > Pick, Result : Completed
[18:24:55:900]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 11
[18:24:55:904]	[SEND] PLACE 11 SLOT 12 ARM B
[18:24:55:974]	[RECV] _ACK
[18:25:03:889]	[RECV] _RDY
[18:25:03:890]	[OPER] End > Place, Result : Completed
[18:25:04:018]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:25:04:020]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[18:25:04:098]	[RECV] _ACK
[18:25:07:309]	[RECV] _RDY
[18:25:07:310]	[OPER] End > ApproachForPick, Result : Completed
[18:25:07:423]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:25:07:432]	[SEND] PICK 16 SLOT 1 ARM B
[18:25:07:499]	[RECV] _ACK
[18:25:10:646]	[RECV] _RDY
[18:25:10:648]	[OPER] End > Pick, Result : Completed
[18:25:10:782]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 6
[18:25:10:786]	[SEND] PLACE 9 SLOT 7 ARM B
[18:25:10:852]	[RECV] _ACK
[18:25:18:771]	[RECV] _RDY
[18:25:18:773]	[OPER] End > Place, Result : Completed
[18:25:18:898]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:25:18:900]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[18:25:18:978]	[RECV] _ACK
[18:25:21:881]	[RECV] _RDY
[18:25:21:881]	[OPER] End > ApproachForPick, Result : Completed
[18:25:21:989]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:25:21:997]	[SEND] PICK 15 SLOT 1 ARM B
[18:25:22:064]	[RECV] _ACK
[18:25:25:198]	[RECV] _RDY
[18:25:25:199]	[OPER] End > Pick, Result : Completed
[18:25:25:217]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 12
[18:25:25:221]	[SEND] PLACE 11 SLOT 13 ARM B
[18:25:25:292]	[RECV] _ACK
[18:25:33:193]	[RECV] _RDY
[18:25:33:194]	[OPER] End > Place, Result : Completed
[18:25:33:332]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:25:33:334]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[18:25:33:414]	[RECV] _ACK
[18:25:36:624]	[RECV] _RDY
[18:25:36:625]	[OPER] End > ApproachForPick, Result : Completed
[18:25:36:747]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:25:36:755]	[SEND] PICK 16 SLOT 1 ARM B
[18:25:36:822]	[RECV] _ACK
[18:25:39:966]	[RECV] _RDY
[18:25:39:966]	[OPER] End > Pick, Result : Completed
[18:25:40:096]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 7
[18:25:40:100]	[SEND] PLACE 9 SLOT 8 ARM B
[18:25:40:165]	[RECV] _ACK
[18:25:48:083]	[RECV] _RDY
[18:25:48:085]	[OPER] End > Place, Result : Completed
[18:25:48:210]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:25:48:212]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[18:25:48:290]	[RECV] _ACK
[18:25:51:194]	[RECV] _RDY
[18:25:51:195]	[OPER] End > ApproachForPick, Result : Completed
[18:25:51:317]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:25:51:325]	[SEND] PICK 16 SLOT 1 ARM B
[18:25:51:391]	[RECV] _ACK
[18:25:54:530]	[RECV] _RDY
[18:25:54:532]	[OPER] End > Pick, Result : Completed
[18:25:54:549]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 8
[18:25:54:553]	[SEND] PLACE 9 SLOT 9 ARM B
[18:25:54:619]	[RECV] _ACK
[18:26:02:531]	[RECV] _RDY
[18:26:02:533]	[OPER] End > Place, Result : Completed
[18:26:02:548]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 1
[18:26:02:556]	[SEND] PICK 11 SLOT 2 ARM A
[18:26:02:622]	[RECV] _ACK
[18:26:10:069]	[RECV] _RDY
[18:26:10:071]	[OPER] End > Pick, Result : Completed
[18:26:10:196]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[18:26:10:198]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[18:26:10:277]	[RECV] _ACK
[18:26:13:179]	[RECV] _RDY
[18:26:13:180]	[OPER] End > ApproachForPlace, Result : Completed
[18:26:13:291]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 1
[18:26:13:296]	[SEND] PLACE 14 SLOT 1 ARM A
[18:26:13:365]	[RECV] _ACK
[18:26:17:873]	[RECV] _RDY
[18:26:17:874]	[OPER] End > Place, Result : Completed
[18:26:18:007]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 2
[18:26:18:016]	[SEND] PICK 11 SLOT 3 ARM A
[18:26:18:083]	[RECV] _ACK
[18:26:26:366]	[RECV] _RDY
[18:26:26:367]	[OPER] End > Pick, Result : Completed
[18:26:26:492]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[18:26:26:494]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[18:26:26:572]	[RECV] _ACK
[18:26:29:475]	[RECV] _RDY
[18:26:29:475]	[OPER] End > ApproachForPlace, Result : Completed
[18:26:29:590]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 2
[18:26:29:594]	[SEND] PLACE 14 SLOT 1 ARM A
[18:26:29:663]	[RECV] _ACK
[18:26:34:179]	[RECV] _RDY
[18:26:34:180]	[OPER] End > Place, Result : Completed
[18:26:34:306]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 3
[18:26:34:314]	[SEND] PICK 11 SLOT 4 ARM A
[18:26:34:381]	[RECV] _ACK
[18:26:42:685]	[RECV] _RDY
[18:26:42:686]	[OPER] End > Pick, Result : Completed
[18:26:42:816]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[18:26:42:818]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[18:26:42:896]	[RECV] _ACK
[18:26:45:797]	[RECV] _RDY
[18:26:45:797]	[OPER] End > ApproachForPlace, Result : Completed
[18:26:45:917]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 3
[18:26:45:921]	[SEND] PLACE 14 SLOT 1 ARM A
[18:26:45:989]	[RECV] _ACK
[18:26:50:505]	[RECV] _RDY
[18:26:50:507]	[OPER] End > Place, Result : Completed
[18:26:50:524]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 0
[18:26:50:532]	[SEND] PICK 4 SLOT 1 ARM A
[18:26:50:596]	[RECV] _ACK
[18:26:58:968]	[RECV] _RDY
[18:26:58:969]	[OPER] End > Pick, Result : Completed
[18:26:59:094]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[18:26:59:096]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[18:26:59:175]	[RECV] _ACK
[18:27:02:078]	[RECV] _RDY
[18:27:02:080]	[OPER] End > ApproachForPlace, Result : Completed
[18:27:02:196]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[18:27:02:200]	[SEND] PLACE 13 SLOT 1 ARM A
[18:27:02:269]	[RECV] _ACK
[18:27:06:781]	[RECV] _RDY
[18:27:06:782]	[OPER] End > Place, Result : Completed
[18:27:06:909]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 1
[18:27:06:917]	[SEND] PICK 4 SLOT 2 ARM A
[18:27:06:981]	[RECV] _ACK
[18:27:15:364]	[RECV] _RDY
[18:27:15:364]	[OPER] End > Pick, Result : Completed
[18:27:15:497]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[18:27:15:500]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[18:27:15:577]	[RECV] _ACK
[18:27:18:480]	[RECV] _RDY
[18:27:18:480]	[OPER] End > ApproachForPlace, Result : Completed
[18:27:18:597]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 1
[18:27:18:601]	[SEND] PLACE 13 SLOT 1 ARM A
[18:27:18:671]	[RECV] _ACK
[18:27:23:193]	[RECV] _RDY
[18:27:23:193]	[OPER] End > Place, Result : Completed
[18:27:23:329]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 2
[18:27:23:337]	[SEND] PICK 4 SLOT 3 ARM A
[18:27:23:401]	[RECV] _ACK
[18:27:31:775]	[RECV] _RDY
[18:27:31:776]	[OPER] End > Pick, Result : Completed
[18:27:31:906]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[18:27:31:908]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[18:27:31:986]	[RECV] _ACK
[18:27:34:889]	[RECV] _RDY
[18:27:34:891]	[OPER] End > ApproachForPlace, Result : Completed
[18:27:35:003]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 2
[18:27:35:007]	[SEND] PLACE 13 SLOT 1 ARM A
[18:27:35:076]	[RECV] _ACK
[18:27:39:604]	[RECV] _RDY
[18:27:39:605]	[OPER] End > Place, Result : Completed
[18:27:39:738]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:27:39:740]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[18:27:39:820]	[RECV] _ACK
[18:27:43:469]	[RECV] _RDY
[18:27:43:469]	[OPER] End > ApproachForPick, Result : Completed
[18:27:43:591]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:27:43:600]	[SEND] PICK 16 SLOT 1 ARM B
[18:27:43:665]	[RECV] _ACK
[18:27:46:406]	[RECV] _RDY
[18:27:46:407]	[OPER] End > Pick, Result : Completed
[18:27:46:534]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 9
[18:27:46:539]	[SEND] PLACE 9 SLOT 10 ARM B
[18:27:46:606]	[RECV] _ACK
[18:27:54:529]	[RECV] _RDY
[18:27:54:531]	[OPER] End > Place, Result : Completed
[18:27:54:547]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 3
[18:27:54:556]	[SEND] PICK 4 SLOT 4 ARM A
[18:27:54:621]	[RECV] _ACK
[18:28:01:476]	[RECV] _RDY
[18:28:01:477]	[OPER] End > Pick, Result : Completed
[18:28:01:602]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[18:28:01:604]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[18:28:01:682]	[RECV] _ACK
[18:28:04:584]	[RECV] _RDY
[18:28:04:585]	[OPER] End > ApproachForPlace, Result : Completed
[18:28:04:704]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 3
[18:28:04:708]	[SEND] PLACE 13 SLOT 1 ARM A
[18:28:04:779]	[RECV] _ACK
[18:28:09:298]	[RECV] _RDY
[18:28:09:298]	[OPER] End > Place, Result : Completed
[18:28:09:426]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:28:09:429]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[18:28:09:507]	[RECV] _ACK
[18:28:12:618]	[RECV] _RDY
[18:28:12:619]	[OPER] End > ApproachForPick, Result : Completed
[18:28:12:742]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:28:12:751]	[SEND] PICK 15 SLOT 1 ARM B
[18:28:12:817]	[RECV] _ACK
[18:28:15:932]	[RECV] _RDY
[18:28:15:932]	[OPER] End > Pick, Result : Completed
[18:28:16:058]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 1
[18:28:16:062]	[SEND] PLACE 11 SLOT 2 ARM B
[18:28:16:131]	[RECV] _ACK
[18:28:24:041]	[RECV] _RDY
[18:28:24:043]	[OPER] End > Place, Result : Completed
[18:28:24:058]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 4
[18:28:24:066]	[SEND] PICK 11 SLOT 5 ARM A
[18:28:24:133]	[RECV] _ACK
[18:28:31:055]	[RECV] _RDY
[18:28:31:057]	[OPER] End > Pick, Result : Completed
[18:28:31:185]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[18:28:31:187]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[18:28:31:264]	[RECV] _ACK
[18:28:34:168]	[RECV] _RDY
[18:28:34:170]	[OPER] End > ApproachForPlace, Result : Completed
[18:28:34:287]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 4
[18:28:34:291]	[SEND] PLACE 14 SLOT 1 ARM A
[18:28:34:361]	[RECV] _ACK
[18:28:38:855]	[RECV] _RDY
[18:28:38:856]	[OPER] End > Place, Result : Completed
[18:28:38:983]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:28:38:985]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[18:28:39:061]	[RECV] _ACK
[18:28:42:170]	[RECV] _RDY
[18:28:42:172]	[OPER] End > ApproachForPick, Result : Completed
[18:28:42:281]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:28:42:289]	[SEND] PICK 16 SLOT 1 ARM B
[18:28:42:355]	[RECV] _ACK
[18:28:45:497]	[RECV] _RDY
[18:28:45:498]	[OPER] End > Pick, Result : Completed
[18:28:45:629]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 10
[18:28:45:633]	[SEND] PLACE 9 SLOT 11 ARM B
[18:28:45:703]	[RECV] _ACK
[18:28:53:618]	[RECV] _RDY
[18:28:53:619]	[OPER] End > Place, Result : Completed
[18:28:53:635]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 4
[18:28:53:643]	[SEND] PICK 4 SLOT 5 ARM A
[18:28:53:707]	[RECV] _ACK
[18:29:00:571]	[RECV] _RDY
[18:29:00:572]	[OPER] End > Pick, Result : Completed
[18:29:00:707]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[18:29:00:709]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[18:29:00:787]	[RECV] _ACK
[18:29:03:690]	[RECV] _RDY
[18:29:03:691]	[OPER] End > ApproachForPlace, Result : Completed
[18:29:03:809]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 4
[18:29:03:813]	[SEND] PLACE 13 SLOT 1 ARM A
[18:29:03:882]	[RECV] _ACK
[18:29:08:411]	[RECV] _RDY
[18:29:08:413]	[OPER] End > Place, Result : Completed
[18:29:08:546]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:29:08:548]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[18:29:08:626]	[RECV] _ACK
[18:29:11:738]	[RECV] _RDY
[18:29:11:739]	[OPER] End > ApproachForPick, Result : Completed
[18:29:11:862]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[18:29:11:871]	[SEND] PICK 15 SLOT 1 ARM B
[18:29:11:937]	[RECV] _ACK
[18:29:15:070]	[RECV] _RDY
[18:29:15:070]	[OPER] End > Pick, Result : Completed
[18:29:15:204]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 2
[18:29:15:208]	[SEND] PLACE 11 SLOT 3 ARM B
[18:29:15:277]	[RECV] _ACK
[18:29:23:194]	[RECV] _RDY
[18:29:23:195]	[OPER] End > Place, Result : Completed
[18:29:23:210]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 5
[18:29:23:219]	[SEND] PICK 11 SLOT 6 ARM A
[18:29:23:286]	[RECV] _ACK
[18:29:30:214]	[RECV] _RDY
[18:29:30:215]	[OPER] End > Pick, Result : Completed
[18:29:30:347]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[18:29:30:350]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[18:29:30:428]	[RECV] _ACK
[18:29:33:332]	[RECV] _RDY
[18:29:33:332]	[OPER] End > ApproachForPlace, Result : Completed
[18:29:33:451]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 5
[18:29:33:455]	[SEND] PLACE 14 SLOT 1 ARM A
[18:29:33:526]	[RECV] _ACK
[18:29:38:029]	[RECV] _RDY
[18:29:38:030]	[OPER] End > Place, Result : Completed
[18:29:38:162]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:29:38:164]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[18:29:38:242]	[RECV] _ACK
[18:29:41:351]	[RECV] _RDY
[18:29:41:353]	[OPER] End > ApproachForPick, Result : Completed
[18:29:41:472]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[18:29:41:479]	[SEND] PICK 16 SLOT 1 ARM B
[18:29:41:545]	[RECV] _ACK
[18:29:44:688]	[RECV] _RDY
[18:29:44:689]	[OPER] End > Pick, Result : Completed
